AdId,Subject,Address,District,Ward,PriceVND,PriceString,AreaM2,BedRooms,BathRooms,Floor,PropertyStatus,Type,LegalStatus,Interior,MainDirection,BalconyDirection,SellerType,PostDateText,ListTimeRaw,NgayDang,CrawlDate,Link
100292,Căn hộ 1PN tại Quận 3,"Đường mẫu, Phường Tân Phú, Quận 3, TP Hồ Chí Minh",Quận 3,Phường An Phú,6655716726,"6,66 tỷ",136.2,1,3,4,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Đông Nam,Tây,Cá nhân,,1714053600000,2024-04-25 14:00:00,2026-05-19 16:21:52,https://www.chotot.com/100292.htm
100293,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường 5, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường An Phú,3638943614,"3,64 tỷ",87.9,3,2,16,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất đầy đủ,Tây,Tây,Môi giới,,1706356800000,2024-01-27 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100293.htm
100294,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường 2, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Tân Phú,4344692330,"4,34 tỷ",109.7,3,1,13,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Tây,Tây,Môi giới,,1715418000000,2024-05-11 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100294.htm
100295,Căn hộ 4PN tại Quận 4,"Đường mẫu, Phường 5, Quận 4, TP Hồ Chí Minh",Quận 4,Phường An Phú,4220962696,"4,22 tỷ",96.2,4,2,35,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Đông,Bắc,Cá nhân,,1706612400000,2024-01-30 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100295.htm
100296,Căn hộ 2PN tại Quận 1,"Đường mẫu, Phường 2, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 1,4221991168,"4,22 tỷ",56.0,2,2,17,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Đông,Nam,Môi giới,,1705266000000,2024-01-14 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100296.htm
100297,Căn hộ 3PN tại Quận 7,"Đường mẫu, Phường Tân Phú, Quận 7, TP Hồ Chí Minh",Quận 7,Phường Thảo Điền,4948911901,"4,95 tỷ",113.0,3,2,16,Chưa bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Đông,Bắc,Môi giới,,1706382000000,2024-01-27 19:00:00,2026-05-19 16:21:52,https://www.chotot.com/100297.htm
100298,Căn hộ 1PN tại TP. Thủ Đức,"Đường mẫu, Phường 2, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Tân Phú,5237421094,"5,24 tỷ",136.4,1,1,17,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Nam,Đông Nam,Cá nhân,,1713301200000,2024-04-16 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100298.htm
100299,Căn hộ 4PN tại Quận 4,"Đường mẫu, Phường 2, Quận 4, TP Hồ Chí Minh",Quận 4,Phường Thảo Điền,2935689484,"2,94 tỷ",53.6,4,1,12,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Bắc,Nam,Môi giới,,1708333200000,2024-02-19 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100299.htm
100300,Căn hộ 3PN tại Quận Bình Thạnh,"Đường mẫu, Phường 2, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường 5,1624434572,"1,62 tỷ",35.6,3,1,3,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Nam,Bắc,Môi giới,,1706936400000,2024-02-03 05:00:00,2026-05-19 16:21:52,https://www.chotot.com/100300.htm
100301,Căn hộ 2PN tại TP. Thủ Đức,"Đường mẫu, Phường Tân Phú, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường 2,3189198534,"3,19 tỷ",90.2,2,3,5,Chưa bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Bắc,Đông,Môi giới,,1705701600000,2024-01-19 22:00:00,2026-05-19 16:21:52,https://www.chotot.com/100301.htm
100302,Căn hộ 2PN tại TP. Thủ Đức,"Đường mẫu, Phường An Phú, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Tân Phú,2805847123,"2,81 tỷ",69.8,2,1,34,Đã bàn giao,Chung cư,Đã có sổ,Nhà trống,Nam,Bắc,Cá nhân,,1708927200000,2024-02-26 06:00:00,2026-05-19 16:21:52,https://www.chotot.com/100302.htm
100303,Căn hộ 1PN tại TP. Thủ Đức,"Đường mẫu, Phường Tân Phú, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Thảo Điền,2949641862,"2,95 tỷ",75.0,1,2,17,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Nam,Đông Nam,Môi giới,,1709427600000,2024-03-03 01:00:00,2026-05-19 16:21:52,https://www.chotot.com/100303.htm
100304,Căn hộ 2PN tại Quận Bình Thạnh,"Đường mẫu, Phường 1, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường 1,5376398056,"5,38 tỷ",129.3,2,2,33,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Đông,Đông,Cá nhân,,1714784400000,2024-05-04 01:00:00,2026-05-19 16:21:52,https://www.chotot.com/100304.htm
100305,Căn hộ 2PN tại Quận Tân Bình,"Đường mẫu, Phường Thảo Điền, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 1,4723476428,"4,72 tỷ",122.7,2,3,28,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Nam,Đông,Cá nhân,,1708808400000,2024-02-24 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100305.htm
100306,Căn hộ 3PN tại Quận 3,"Đường mẫu, Phường 5, Quận 3, TP Hồ Chí Minh",Quận 3,Phường An Phú,6939925791,"6,94 tỷ",118.4,3,1,15,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Bắc,Bắc,Môi giới,,1705626000000,2024-01-19 01:00:00,2026-05-19 16:21:52,https://www.chotot.com/100306.htm
100307,Căn hộ 4PN tại Quận 2,"Đường mẫu, Phường Thảo Điền, Quận 2, TP Hồ Chí Minh",Quận 2,Phường Tân Phú,4397101574,"4,40 tỷ",91.2,4,3,5,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Nam,Đông Nam,Cá nhân,,1704456000000,2024-01-05 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100307.htm
100308,Căn hộ 2PN tại Quận Bình Thạnh,"Đường mẫu, Phường An Phú, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường Thảo Điền,4343401863,"4,34 tỷ",98.7,2,2,25,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Tây,Cá nhân,,1710536400000,2024-03-15 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100308.htm
100309,Căn hộ 2PN tại Quận Bình Thạnh,"Đường mẫu, Phường 1, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường Tân Phú,5440227797,"5,44 tỷ",135.8,2,2,24,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Đông,Đông Nam,Môi giới,,1712768400000,2024-04-10 17:00:00,2026-05-19 16:21:52,https://www.chotot.com/100309.htm
100310,Căn hộ 4PN tại Quận 2,"Đường mẫu, Phường An Phú, Quận 2, TP Hồ Chí Minh",Quận 2,Phường Thảo Điền,3641753783,"3,64 tỷ",67.0,4,2,14,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Tây,Đông Nam,Môi giới,,1715965200000,2024-05-17 17:00:00,2026-05-19 16:21:52,https://www.chotot.com/100310.htm
100311,Căn hộ 3PN tại Quận 3,"Đường mẫu, Phường Thảo Điền, Quận 3, TP Hồ Chí Minh",Quận 3,Phường Tân Phú,6209199619,"6,21 tỷ",105.5,3,1,30,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Đông,Nam,Cá nhân,,1708311600000,2024-02-19 03:00:00,2026-05-19 16:21:52,https://www.chotot.com/100311.htm
100312,Căn hộ 2PN tại Quận 4,"Đường mẫu, Phường 1, Quận 4, TP Hồ Chí Minh",Quận 4,Phường 5,6429722159,"6,43 tỷ",134.9,2,1,16,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Bắc,Bắc,Môi giới,,1708470000000,2024-02-20 23:00:00,2026-05-19 16:21:52,https://www.chotot.com/100312.htm
100313,Căn hộ 2PN tại Quận 3,"Đường mẫu, Phường 2, Quận 3, TP Hồ Chí Minh",Quận 3,Phường 1,5480057653,"5,48 tỷ",94.4,2,2,28,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Bắc,Nam,Môi giới,,1710885600000,2024-03-19 22:00:00,2026-05-19 16:21:52,https://www.chotot.com/100313.htm
100314,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường 5, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường An Phú,5328546136,"5,33 tỷ",127.2,3,2,23,Đã bàn giao,Chung cư,Đã có sổ,Nhà trống,Đông Nam,Đông,Môi giới,,1707080400000,2024-02-04 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100314.htm
100315,Căn hộ 4PN tại Quận 7,"Đường mẫu, Phường 1, Quận 7, TP Hồ Chí Minh",Quận 7,Phường Tân Phú,2967827778,"2,97 tỷ",62.6,4,1,5,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Bắc,Đông Nam,Cá nhân,,1707152400000,2024-02-05 17:00:00,2026-05-19 16:21:52,https://www.chotot.com/100315.htm
100316,Căn hộ 3PN tại Quận Bình Thạnh,"Đường mẫu, Phường 5, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường An Phú,4146784770,"4,15 tỷ",92.1,3,2,10,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Nam,Tây,Môi giới,,1704906000000,2024-01-10 17:00:00,2026-05-19 16:21:52,https://www.chotot.com/100316.htm
100317,Căn hộ 3PN tại Quận 2,"Đường mẫu, Phường Tân Phú, Quận 2, TP Hồ Chí Minh",Quận 2,Phường Thảo Điền,3837133397,"3,84 tỷ",76.7,3,1,16,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Bắc,Tây,Cá nhân,,1715184000000,2024-05-08 16:00:00,2026-05-19 16:21:52,https://www.chotot.com/100317.htm
100318,Căn hộ 3PN tại Quận 3,"Đường mẫu, Phường 2, Quận 3, TP Hồ Chí Minh",Quận 3,Phường An Phú,6406624109,"6,41 tỷ",112.3,3,2,3,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Nam,Tây,Cá nhân,,1716573600000,2024-05-24 18:00:00,2026-05-19 16:21:52,https://www.chotot.com/100318.htm
100319,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường Thảo Điền, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường 5,2875464620,"2,88 tỷ",75.7,3,1,3,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Nam,Nam,Cá nhân,,1708617600000,2024-02-22 16:00:00,2026-05-19 16:21:52,https://www.chotot.com/100319.htm
100320,Căn hộ 4PN tại Quận Tân Bình,"Đường mẫu, Phường 5, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường An Phú,3167218402,"3,17 tỷ",73.4,4,1,34,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Nam,Nam,Môi giới,,1712433600000,2024-04-06 20:00:00,2026-05-19 16:21:52,https://www.chotot.com/100320.htm
100321,Căn hộ 2PN tại Quận 1,"Đường mẫu, Phường 2, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 1,6535436291,"6,54 tỷ",87.7,2,2,11,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Tây,Tây,Môi giới,,1714762800000,2024-05-03 19:00:00,2026-05-19 16:21:52,https://www.chotot.com/100321.htm
100322,Căn hộ 2PN tại Quận 7,"Đường mẫu, Phường Thảo Điền, Quận 7, TP Hồ Chí Minh",Quận 7,Phường An Phú,2995951252,"3,00 tỷ",78.5,2,1,31,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Tây,Bắc,Cá nhân,,1706734800000,2024-01-31 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100322.htm
100323,Căn hộ 2PN tại Quận 3,"Đường mẫu, Phường 1, Quận 3, TP Hồ Chí Minh",Quận 3,Phường Tân Phú,6159403076,"6,16 tỷ",95.2,2,1,33,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Nam,Tây,Môi giới,,1709427600000,2024-03-03 01:00:00,2026-05-19 16:21:52,https://www.chotot.com/100323.htm
100324,Căn hộ 4PN tại Quận 1,"Đường mẫu, Phường 2, Quận 1, TP Hồ Chí Minh",Quận 1,Phường An Phú,7942975663,"7,94 tỷ",127.2,4,2,6,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Tây,Bắc,Cá nhân,,1716580800000,2024-05-24 20:00:00,2026-05-19 16:21:52,https://www.chotot.com/100324.htm
100325,Căn hộ 4PN tại Quận Bình Thạnh,"Đường mẫu, Phường Tân Phú, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường Tân Phú,2373812224,"2,37 tỷ",52.6,4,2,30,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Bắc,Tây,Cá nhân,,1716958800000,2024-05-29 05:00:00,2026-05-19 16:21:52,https://www.chotot.com/100325.htm
100326,Căn hộ 3PN tại Quận Tân Bình,"Đường mẫu, Phường An Phú, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường Tân Phú,5101225471,"5,10 tỷ",121.8,3,1,12,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Đông,Đông,Môi giới,,1704434400000,2024-01-05 06:00:00,2026-05-19 16:21:52,https://www.chotot.com/100326.htm
100327,Căn hộ 4PN tại Quận 1,"Đường mẫu, Phường An Phú, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 5,9485516525,"9,49 tỷ",129.2,4,2,34,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Bắc,Tây,Môi giới,,1706986800000,2024-02-03 19:00:00,2026-05-19 16:21:52,https://www.chotot.com/100327.htm
100328,Căn hộ 2PN tại Quận 2,"Đường mẫu, Phường 1, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 5,4285349873,"4,29 tỷ",79.7,2,2,15,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Đông,Đông,Cá nhân,,1712487600000,2024-04-07 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100328.htm
100329,Căn hộ 4PN tại Quận Tân Bình,"Đường mẫu, Phường 5, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 1,4611865388,"4,61 tỷ",103.7,4,2,27,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Đông Nam,Nam,Môi giới,,1715558400000,2024-05-13 00:00:00,2026-05-19 16:21:52,https://www.chotot.com/100329.htm
100330,Căn hộ 4PN tại TP. Thủ Đức,"Đường mẫu, Phường An Phú, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Tân Phú,4020918446,"4,02 tỷ",99.2,4,2,14,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Đông Nam,Đông Nam,Môi giới,,1715950800000,2024-05-17 13:00:00,2026-05-19 16:21:52,https://www.chotot.com/100330.htm
100331,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường Thảo Điền, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường 2,3881898428,"3,88 tỷ",116.3,3,1,8,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Đông,Tây,Môi giới,,1709629200000,2024-03-05 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100331.htm
100332,Căn hộ 4PN tại Quận 1,"Đường mẫu, Phường 2, Quận 1, TP Hồ Chí Minh",Quận 1,Phường An Phú,3882905685,"3,88 tỷ",51.9,4,1,6,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Nam,Tây,Môi giới,,1711558800000,2024-03-27 17:00:00,2026-05-19 16:21:52,https://www.chotot.com/100332.htm
100333,Căn hộ 3PN tại Quận 1,"Đường mẫu, Phường 5, Quận 1, TP Hồ Chí Minh",Quận 1,Phường Thảo Điền,6887640132,"6,89 tỷ",111.1,3,3,34,Đã bàn giao,Chung cư,Đã có sổ,Nhà trống,Bắc,Bắc,Cá nhân,,1705863600000,2024-01-21 19:00:00,2026-05-19 16:21:52,https://www.chotot.com/100333.htm
100334,Căn hộ 3PN tại Quận Bình Thạnh,"Đường mẫu, Phường Thảo Điền, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường 2,2886314391,"2,89 tỷ",55.4,3,3,34,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Nam,Tây,Cá nhân,,1708549200000,2024-02-21 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100334.htm
100335,Căn hộ 2PN tại Quận Bình Thạnh,"Đường mẫu, Phường Tân Phú, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường 2,4642770723,"4,64 tỷ",116.9,2,2,26,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Đông,Đông,Môi giới,,1707530400000,2024-02-10 02:00:00,2026-05-19 16:21:52,https://www.chotot.com/100335.htm
100336,Căn hộ 2PN tại TP. Thủ Đức,"Đường mẫu, Phường An Phú, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường An Phú,2518689033,"2,52 tỷ",71.5,2,1,13,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Bắc,Đông Nam,Cá nhân,,1716487200000,2024-05-23 18:00:00,2026-05-19 16:21:52,https://www.chotot.com/100336.htm
100337,Căn hộ 1PN tại Quận Bình Thạnh,"Đường mẫu, Phường Tân Phú, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường Tân Phú,2982684219,"2,98 tỷ",70.7,1,3,17,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Bắc,Đông Nam,Môi giới,,1716429600000,2024-05-23 02:00:00,2026-05-19 16:21:52,https://www.chotot.com/100337.htm
100338,Căn hộ 3PN tại Quận 4,"Đường mẫu, Phường 1, Quận 4, TP Hồ Chí Minh",Quận 4,Phường 5,5118690641,"5,12 tỷ",106.6,3,1,31,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Tây,Tây,Môi giới,,1709460000000,2024-03-03 10:00:00,2026-05-19 16:21:52,https://www.chotot.com/100338.htm
100339,Căn hộ 2PN tại Quận 1,"Đường mẫu, Phường 1, Quận 1, TP Hồ Chí Minh",Quận 1,Phường An Phú,6837892982,"6,84 tỷ",108.6,2,1,19,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Tây,Bắc,Môi giới,,1713178800000,2024-04-15 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100339.htm
100340,Căn hộ 4PN tại Quận Bình Thạnh,"Đường mẫu, Phường Thảo Điền, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường 2,2391569627,"2,39 tỷ",54.2,4,1,32,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Nam,Tây,Cá nhân,,1711864800000,2024-03-31 06:00:00,2026-05-19 16:21:52,https://www.chotot.com/100340.htm
100341,Căn hộ 1PN tại TP. Thủ Đức,"Đường mẫu, Phường Thảo Điền, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Thảo Điền,1929030799,"1,93 tỷ",51.4,1,1,6,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Đông Nam,Đông,Môi giới,,1708498800000,2024-02-21 07:00:00,2026-05-19 16:21:52,https://www.chotot.com/100341.htm
100342,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường 2, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Tân Phú,3523127225,"3,52 tỷ",86.7,3,2,32,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Tây,Cá nhân,,1712343600000,2024-04-05 19:00:00,2026-05-19 16:21:52,https://www.chotot.com/100342.htm
100343,Căn hộ 1PN tại Quận 4,"Đường mẫu, Phường An Phú, Quận 4, TP Hồ Chí Minh",Quận 4,Phường Thảo Điền,5763884357,"5,76 tỷ",133.7,1,3,23,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Bắc,Môi giới,,1715691600000,2024-05-14 13:00:00,2026-05-19 16:21:52,https://www.chotot.com/100343.htm
100344,Căn hộ 1PN tại Quận 7,"Đường mẫu, Phường Tân Phú, Quận 7, TP Hồ Chí Minh",Quận 7,Phường 5,2947620094,"2,95 tỷ",74.8,1,2,24,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Tây,Nam,Môi giới,,1704240000000,2024-01-03 00:00:00,2026-05-19 16:21:52,https://www.chotot.com/100344.htm
100345,Căn hộ 2PN tại Quận 3,"Đường mẫu, Phường 5, Quận 3, TP Hồ Chí Minh",Quận 3,Phường An Phú,4804368592,"4,80 tỷ",87.4,2,2,24,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Tây,Cá nhân,,1711623600000,2024-03-28 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100345.htm
100346,Căn hộ 3PN tại Quận Bình Thạnh,"Đường mẫu, Phường 2, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường 2,4110927251,"4,11 tỷ",119.4,3,2,25,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Tây,Bắc,Môi giới,,1706310000000,2024-01-26 23:00:00,2026-05-19 16:21:52,https://www.chotot.com/100346.htm
100347,Căn hộ 2PN tại TP. Thủ Đức,"Đường mẫu, Phường An Phú, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường 1,3591650547,"3,59 tỷ",117.5,2,2,4,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Nam,Bắc,Cá nhân,,1707076800000,2024-02-04 20:00:00,2026-05-19 16:21:52,https://www.chotot.com/100347.htm
100348,Căn hộ 2PN tại TP. Thủ Đức,"Đường mẫu, Phường 5, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường 1,2395600926,"2,40 tỷ",62.3,2,3,17,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây,Cá nhân,,1714086000000,2024-04-25 23:00:00,2026-05-19 16:21:52,https://www.chotot.com/100348.htm
100349,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường An Phú, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Tân Phú,3935853776,"3,94 tỷ",105.7,3,2,6,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Tây,Tây,Môi giới,,1710327600000,2024-03-13 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100349.htm
100350,Căn hộ 1PN tại Quận Tân Bình,"Đường mẫu, Phường 5, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 2,4719969005,"4,72 tỷ",124.1,1,1,11,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Nam,Nam,Môi giới,,1713384000000,2024-04-17 20:00:00,2026-05-19 16:21:52,https://www.chotot.com/100350.htm
100351,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường 2, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường 2,4950790268,"4,95 tỷ",113.5,3,2,27,Đã bàn giao,Chung cư,Đã có sổ,Nhà trống,Tây,Nam,Cá nhân,,1710079200000,2024-03-10 14:00:00,2026-05-19 16:21:52,https://www.chotot.com/100351.htm
100352,Căn hộ 1PN tại Quận Tân Bình,"Đường mẫu, Phường 1, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường An Phú,2002719132,"2,00 tỷ",45.8,1,2,4,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây,Cá nhân,,1708664400000,2024-02-23 05:00:00,2026-05-19 16:21:52,https://www.chotot.com/100352.htm
100353,Căn hộ 2PN tại Quận 7,"Đường mẫu, Phường 2, Quận 7, TP Hồ Chí Minh",Quận 7,Phường Tân Phú,2763315203,"2,76 tỷ",61.0,2,2,9,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Nam,Nam,Môi giới,,1712653200000,2024-04-09 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100353.htm
100354,Căn hộ 2PN tại Quận Bình Thạnh,"Đường mẫu, Phường Tân Phú, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường Tân Phú,3994281062,"3,99 tỷ",92.6,2,3,12,Chưa bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Đông Nam,Bắc,Môi giới,,1714410000000,2024-04-29 17:00:00,2026-05-19 16:21:52,https://www.chotot.com/100354.htm
100355,Căn hộ 3PN tại Quận 7,"Đường mẫu, Phường An Phú, Quận 7, TP Hồ Chí Minh",Quận 7,Phường 5,4612887261,"4,61 tỷ",119.5,3,2,24,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Đông,Đông Nam,Cá nhân,,1711724400000,2024-03-29 15:00:00,2026-05-19 16:21:52,https://www.chotot.com/100355.htm
100356,Căn hộ 4PN tại Quận 4,"Đường mẫu, Phường 5, Quận 4, TP Hồ Chí Minh",Quận 4,Phường 1,4445328949,"4,45 tỷ",91.2,4,2,31,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Tây,Đông,Môi giới,,1711702800000,2024-03-29 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100356.htm
100357,Căn hộ 2PN tại Quận Tân Bình,"Đường mẫu, Phường 2, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 5,2915292010,"2,92 tỷ",76.4,2,2,25,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Tây,Đông Nam,Môi giới,,1708261200000,2024-02-18 13:00:00,2026-05-19 16:21:52,https://www.chotot.com/100357.htm
100358,Căn hộ 1PN tại Quận Bình Thạnh,"Đường mẫu, Phường 5, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường 1,3253203619,"3,25 tỷ",78.4,1,1,9,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Nam,Đông Nam,Môi giới,,1710360000000,2024-03-13 20:00:00,2026-05-19 16:21:52,https://www.chotot.com/100358.htm
100359,Căn hộ 3PN tại Quận 1,"Đường mẫu, Phường 1, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 5,3312186660,"3,31 tỷ",51.0,3,1,12,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Bắc,Đông,Cá nhân,,1708250400000,2024-02-18 10:00:00,2026-05-19 16:21:52,https://www.chotot.com/100359.htm
